comment,like,bad
動画が拡散された事、少年が退学した事、全ボトルを入れ替えた事、最終的に売上が減った事、全ては少年の行為によって引き起こされた事象です。動画が拡散された事はスシローの過失ではありません。従ってそれを理由に減額を主張するなら少年側が拡散した人を訴えたらいいでしょう。当時スシローは全ボトルを入れ替えるなどの対策を取らなければ今以上に計り知れない損害を被っていたと思われます。そこまでしなければ客は安心出来ないのです。売上減も動画以前と以後を比較すれば簡単に結果は出ます。反省して温情に訴える作戦ではなく、全面的に争うのなら追加の請求もあり得ると思います。,1,1
厳しすぎると言ってる人達は倫理観が欠如してるんじゃないか？今回の騒動で店が閉店していたら従業員は職を失う、少年が感染病を持ってたら広がる可能性だってある、海外なら最悪テロ行為とみなされる可能性だってある、厳しければ厳しいほど非常識な事をしたらどうなるか身に沁みて反省して更生するだろう,1,1
今のSNSが発達している時代に投稿した動画によって企業にどれだけのダメージを及ぼすのかさえ理解していない。成人年齢に達していれば犯罪として認められると同時にダメージを受けた企業に訴えられ補償を求められても仕方がない事。SNSを使う前にどう使ったらだめなのか最近は学校でも教育を受けているにもかかわらずなぜこのような事すると言わなければなりません。自己主張したいのだとは思うが、その後の事まで知恵を回してほしい。,1,1
全ボトルではないにしろ同様のことを他の店やボトルにやっているかもしれない。一般客はそう考えるだろうし、少年側はが他のボトルにはやっていないことを証明するのはどう考えても難しい。少年がこのボトルしか舐めてませんと言ったところで誰が信用する？少年側が一般客の信用を回復させることが無理だから、スシローが対応せざるを得ないということを理解してないのかな？食の安全を守るために全ボトル交換というスシローの対応は正しいし、当然だと思う。中途半端な対応なら客は戻らないし、更なる売り上げ減となったはず。そうなれば損害賠償額も増えるんじゃないかな？むしろ少年側はスシローの対応に感謝すべきと思う。,1,1
全ボトル入れ替えるのは当たり前。事件化する以前にいろんな場所で見えないところでしょっちゅうやっていたかも知れないし、騒ぎになるまでの間まねするやつがいたかも知れない。被害店舗の加害者の座席だけの対処では利用する客は安心できない。当然加害者有利の類推適用でなければならない。それからこの事案に限らず、裁判で「社会的制裁」を理由に減刑されるケースも見られるが、あってはならない事だと思う。事件が社会的に周知され、結果的に加害者に不利益、不名誉が降りかかったとしても、それは「自業自得」であって裁判に影響を与えてはならないと思う。ついでに言えば、日本では加害者が若年だった場合、更正とか性善説などを理由に激甘な法の立て付けになっているが、被害者がいる事案については、まず加害者による被害者への完全弁済、完全賠償を最優先にしてほしいものだ。被害者蚊帳の外、被害者泣き寝入りの現状は実になげかわしい。,1,1
食品衛生面において問題が発覚した場合、企業はその原因を全て洗い出して排除するのは企業の義務である。醤油差しが衛生的では無いと発覚したのなら全ての醤油差しを消毒して、中身も入れ換える。スシローは義務を果たしただけ。当然、そこにかかる労力や原料の予算は企業の損失になるので慰謝料の請求は加害者側にいきますよね。しかも、加害者が故意にやったことなのだから。企業側のミスなら企業の責任になりますが、加害者が故意にやったのなら話は別。後、競合企業がどうたらとか言ってますが･･･加害者がやった行為は競合企業にとっても同じ損失を受けてます。回転寿司だけでなく･･･外食企業のイメージダウンに繋がったのだから。それを払拭するには途方もない時間と労力がかかることも忘れてはいけない。事の重大さまでも理解できていない時点で常識が身に付いていないですね。無知は罪と言いますが、まさにそれかと。,1,1
加害者を擁護する人は真摯に少年が反省し、これ以上の攻めを受ける必要はないと判断しているのでしょう。ですから少年が背負うべき6700万円(これでも被害額からすれば相当減らしてくれていますが)を自分たちが負担する覚悟を持っているはずです。今後加害者を擁護する人がいるなら、擁護の前に「私が6700万円を肩代わりするので」と一言言ってから擁護してはいかがでしょうか。そうすればその本気さは伝わるはずです,1,1
飲食店に限らず、店舗と顧客の関係は信用が無いと成り立たないと思います。今回の件は顧客側から見たスシローの衛生管理への信用と同時に、「常識的に考えてこんなことする客はいないだろう」というスシロー側から見た顧客の信用が揺らぎました。こうしたスシローの毅然とした対応は、あくまで客は客であり決して上位の立場ではないということを知らしめてくれています。スシローには是非とも妥協せず最後まで頑張っていただきたい。応援します。,1,1
この少年を全く擁護する気にならない。しかし、裁判と倫理的問題はわけないといけない。裁判と倫理観の隔たりがある事項は、世の中に５万とあるのも事実で、全てを合理的に解決しようとするとギスギスしてしまう。裁判で判断できるのは、どうしても確定的な確実なただ損害になってしまうのは、致し方ない。実社会でスシローさんが被った被害は、風評被害もあり、もっと多額だとは思います。,1,1
親がそう言っているのか本人が言っているのかはわからないが【感覚】が麻痺しているのを感じる。あの動画を見て他の醤油ボトルが舐められているかもしれないと大半の人が思うし、企業側も可能性がゼロでない限り対応しないわけにはいかないはず。退学や平穏な生活が送れないのは自分の過ちだったと心を入れて変えて自分が変わるチャンスにできたらいいですね。通信で高校通い直す方法や、大検受けたりと今後の人生が真っ暗なわけではない。真摯に償いながら自分の未来を自分で明るくするしかないよ。頑張ってください。,1,1
SNSで拡散というのがどれだけチェーンストアというものに大打撃を与えるか。例えば1000店舗クラスの店舗数を持つチェーンストアだった場合、それが原因で客足が遠のいた場合、1人の客単価を800と安く見積もったとしても800円×1000店舗で800万の損失となる。1日でこのダメージですから、騒がれてしまった期間の総損失は計り知れない規模ですね。どれだけ軽い気持ちで行ったかは知りませんが、それによって引き起こされた損失は1億には収まらない可能性は高いですよ。,1,1
弁護団が公判の対応を自己の虚栄心でしていると感じる。このような対応をしても少年側にも利する事はないと思う。売り上げへの影響として「減少の原因は競合」、衛生面での風評問題については「消費者の極めて主観的な心理」、すべてのボトル破棄」は必要だったのかとの反論はより世間の批判を浴びて相対的に弁護内容としても良くない。賠償額は請求額の満額は認められない可能性が高い。社会的制裁を受けている事、反省している事を中心に弁護方針を立てるのが普通。「高校の退学」を余儀なくされたこと、そして「平穏な生活の阻害」を被っているに関しては自ら主張すればそれは自らの行為によるものと反感を持たれるだけだと思う。,1,1
個人の飲食店ですが、客を増やすには何年、何十年とかかりますが、客離れは一瞬なのが、この業界です。チェーン店なら、物凄い数の社員やその家族の生活も支えています。働いた事もない学生が、なぜ全ボトル入れ替えた、なんて笑わせます。外食というのは、皆の良心と信頼の上で成り立っています。拡散する意図なかったって、それがSNSでしょう。,1,1
弁護士は仕事として本人は何言ってるんでしょう。企業としての衛生管理を示す必要として、全ボトル置き換えるのは理解できるし当然の判断だと思います。消費者の主観的な心理で衛生面の懸念があり売り上げが減ったと言うのであれば当該少年の行為が影響した可能性は否定できないでしょう。反省の日々を送っているから損害を相手企業に一部負担しろと言うのはおかしいでしょう。反省するかどうかは人としてに問題であって、損害を与えた企業に賠償するのは当たり前です。他にも突っ込みたい部分はありますが、少年側に一切情状酌量の余地はないのではないでしょうか。,1,1
スシローはやり過ぎという意見には反対です。スシローがここまでやるから皆、安心できるわけで、逆に、もっと高額の請求をしても良いくらいです。少年側も争わずに罪を認めて請求額は払えないからと減額を求め、スシロー側が大幅に減額して示談に応じる、と言うのが一番良いと思います。,1,1
"やった本人はその席だと特定出来るが、第三者であるその他大勢のお客様はどこの席でやったかわからない。店としては、店内を一掃するのは当たり前である。お客様は噂が鎮まるまで来店を敬遠する。経済的効果は株価暴落。その損害を考えれば6,700万円でも少ないのでは。自分のした行為は小さいと思うだろうが社会への影響力は想像も付かない大きな物としるべきです。",1,1
世間では少年だからとか、子供のやった事だからとかよく言いますが、責任問題が発生した場合大人、子供の区別が必要とは思わない。現況では子供が責任を負うことができないのだから親が責任をおう、当然の事である。自由とは義務と責任を果たしてこそ自由を得られると言う事を学習すべきである。,1,1
個人的にはスシローには強気で対応しても良いと考えます。この問題においてもそうだが刑罰が曖昧、であれば民事に訴える他ない。加害者側は平穏な生活を脅かされたと訴えるも、逆に企業側にも通常業務が出来なくなったという部分もある。子供だからとか少年だからと庇う向きも多数あるようだが指摘されないと善悪の判断が出来ない様では平穏な生活など無理な話。この裁判を通して今後の抑止に繋がれば良いと思うし、刑罰に関しても法制化は必要と思う。,1,1
少年側の弁護士の意見を、少年、その家族が言っているように捉えるのは危ないと思う。弁護士というのはそういう仕事だろうから、え？ってことも含めて話をするんじゃないのかな。私はこの賠償請求が少年1人に対してされている事だと思わなかった。擁護というより、連帯責任じゃないのかということにはとても驚きました。だから、もしそれ相応の請求額で決着するならばそれはそれでこの子側が撮影拡散した友人を訴えればいいと思う。この子と、撮影者と、他に居たならその人も含めて請求額を割って支払っていけばいいと思っている。この子だけが、というのには納得がいかない。撮影した友人らは、その親はどう思っているのだろうか。映っている人だけが制裁を受けるならば、この先そういう悪質な嫌がらせやいじめが起こるかもしれない。,1,1
まあ少年側はこういう詭弁しか反論手段がないってことだろう。担当弁護士としては理屈の上ではこういう反論も成り立つというつもりだったのだろうが、世論がどう反応するかを織り込めていないあたりに賢さが感じられない。,1,1
スシローによる損害賠償請求は当然のことなので、それを批判するのはさすがに筋違いでしょう。また、6700万円あるいはそれ以上の賠償義務が生じれば生きていけないか、少なくとも人生が大きく狂うから、被告側が必死なのは当たり前で、記事にある主張も被告側としては至極真っ当なものでもあります。素人考えですが、拡散する意図がなかったという点がたぶんポイントで、少年はスシローが被った被害のごく一部の賠償責任を負うという決着になるような気がします。,1,1
この問題があってから、家族より気持ち悪いから回転ずしには食べに行かない。と言われて行けなくなってしまいました。問題が上がった店舗から、全くかけ離れた場所、県であっても、行けなくなったのはうちだけでは無いような気がします。企業側の努力を見ても払拭されない事があるのは事実ですよね。被害は企業はもちろん、大好きな回転ずしに行けなくなった利用者もいることを認識してほしいですね。,1,1
確かに高校退学、穏やかな日常というところでは可哀想。しかし、その原因となる行動をしたのは当の本人であることに違いない。詐欺やいじめがあって無理やりでない限りひどい言い訳にしか聞こえない。寿司のチェーン店なんていっぱいあり、高級なところまで入れたらどれだけあるのだろう。こんな事件1発で倒産してしまうかもしれないリスクを背負わされた企業側からすれば納得できないし、私がスシローで社員として働き家族を養っていた場合倒産や給料の悪化などあったらこの少年を許すことはないと思う。,1,1
この件は、私の中では先日の丸亀製麺の「野菜に紛れてカエル」の件とは全く違う感覚です。Gなら抵抗感あるけどカエルやイモムシなら、農薬まみれでない安心感で却って「そんなこともあるよね」で済ませられます。でもこのスシペロ問題にはかなりの抵抗感を感じます。気持ち悪さが先に立ち、万が一企業の方がきちんと対応してくれなかったらやっぱり「これってたまたま話題になっただけで他の店も？」と思ってしまいます。こんなことが頻繁に話題になっても変に寛容な態度を取られるとそのうち唾液混入くらいじゃ済まなくなってくる事態も考えられます。やっぱり、どっかで歯止めをかけて欲しい。でないとテーブルにのってるどの調味料も？と敬遠してしまいます。そりゃ、そんなの気にしてたら・・・と思う人は利用すれば良いと思いますが。,1,1
お店や企業側のダメージ相当額というより、何より再犯抑止が最上だと思う。全ての発端は少年の行為だし、拡散した行為も、最終的には最悪な実害として病的被害を阻止できたものだと思う。そして、消費者を守るべき講じた対策費用等見ても、妥当な請求としていい。実際の結果はどうなるかわからないが、情状酌量とか賠償額減額とか、親の怠慢による危険因子の愚行に寄り添う温情など無用だし、あったとしても、世に知らせないでほしい。子供たち全員が未来の希望とは限らないのだから。,1,1
回転寿司は客との信頼関係があって成立する業態です。今回、少年がした行為はその信頼関係を壊すものでしかなくスシローだけではなく回転寿司業界にダメージを与えたと言っていいと思います。他の客が回転寿司に行ったときにこの回転レーンに乗ってる寿司に誰かがつばを付けてるかもしれないと不安になるようなイメージを広げてしまった。実際に私は回転寿司に行く気が起きず、ずっと行っていません。そもそも、拡散されるのは予測してないと言いますが犯罪してもバレなければ問題ないと言ってるようなものです。自分たちがどれだけしてはいけないことをしてしまったのかをいまだに理解出来ていないように思います。,1,1
少年側の弁護士が必死に動いているのでしょう。しかし企業側には毅然とした対応が求められます。株主や社員、お客さまに安心安全な食事の場所を提供する企業として、断固たる姿勢で臨んでほしいものです。決して企業側が譲歩する必要のない極めて悪質な事案です。日本国司法の判断が注目されます。,1,1
弁護士の世界では当然なのかもしれませんが、「釈明を求める」という言い方が気になります。「釈明」とは誤解や非難に対するものであって、スシロー側がそのような立場にあるとは誰も思っていません。「説明を求める」が正しい表現だと思います。弁護士として、ポイント稼ぎの言葉攻撃をしたのかもしれませんが、世論を硬化させる悪手ではないでしょうか。損害賠償金額は、通例として減額される場合が多いのですが、6700万は払えない金額ではないし、仮に減額されても5000万以下では、再び争うことになると思います。また、拡散が本人の意図でないとするのなら、友人やインフルエンサーを訴えるのが筋であって、スシローには関係ないことではないかと思います。,1,1
全ボトル入れ替えを非難するのであれば、動画を上げた時点でペロペロボトルと無事ボトルの判別が出来る確証を示した配信をすべき。飲食店に限らず、信用を基に成り立っている商売に対して、その信用を損ねかねない行為を故意に行なったのであれば、過失または故意が認められた時点で信用回復までの必要経費を負担する責を負うのは当然の事では？,1,1
少年側の弁護士も実名で、どの様な裁判に関わり、どの様な発言をしたのかを公表して頂きたいものだ。今の発言に自信が持てるなら何ら問題ないはず。社会がどう判断するかは別だが。この件に関しては擁護すればするだけ、反論すればするだけ、社会的には厳罰感情が増えると思うのだが。,1,1
スシローとしては株価及び売上下落に対して今回の内容が全ての原因だとされないにしても、社会通念上世間の同行より十分に影響があったと考えられると思います。少年の動画投稿がなければここまでの影響にはならなかったのは明確な事実。また少年の特定はスシロー側の対応ではなく少年の未来に対する保証はスシローが負うものではない。ここまでを考えても少年側の主張は全て受け入れる余地はないと思います。,1,1
飲食業は信頼と安心が客足に影響されます。たとえば芸能人が不倫や薬物で報道されれば広告・スポンサー・ドラマの降板や過去の作品までに影響されます。その損害は事務所・本人など賠償責任が課せられます。今回は少年が当事者になりましたがネットとテレビ報道と幅広く拡散したのでスシローもしっかりした対応をするのは当然で、その費用は今後の被害を防ぐためにも少年に請求するのはしょうがないでしょう。,1,1
スシロー側としては株主への説明責任を果たす為にも損害賠償請求は必要でしょう。日本社会も変革してきており、なあなあでの和解では駄目なのだと思います。最終的には和解になるでしょうが、少年側弁護士も少年本人の同意なしに当該動画を拡散したインフルエンサーを訴える準備を進めたら如何でしょうか。全て裁判でけりをつける方が良いと思います。,1,1
今回は特に今後同じ様なケースが発生した場合これだけの厳しい制裁が待っているんだぞ、という形を作る為の流れでもあるんだろうと思う。ボトル入れ替えに関しては、提供する側としては客に絶対の安心をして貰わなければならないので、曖昧な対処より利用者が安心できる内容の物を採用しないといけないよね。売上減は勿論全てがこの件だけではないだろうけど、それがなければ減らなかったのは確かだし、相乗効果で本来より下がってる可能性もある。厳しい事を言うようだけど、今回は親や周囲の大人にも責任は存在する。子供は親の背を見て育つけど、今の時代子育てを通して子供と向き合う時間の取れない親も多いのは事実だと思うけど、あれはダメこれは良しを小さい頃から子供の中に形成していけるのは親しかいない。また親だけでなく周囲の大人も悪い事をしたら叱るというのを恐れすぎてる。叱られなければそれが悪と理解できないままになるよ。,1,1
あの事件以後、人々の記憶には強烈に残ることなので今まで楽しみに回転寿司屋へ行っていた人のかなり高い率でお店へ行かなくなったり、行きたいけれども控えるようになった人たちがいると思います。こうしたことまで想像する頭がそもそも無いからなぜ全店舗のボトルを入れ替えるのかという質問も出てくるのではないでしょうか。,1,1
客としては飲食店の安心安全が気になるので、1店舗で何かあれば全店対応する姿勢は評価に値します全ボトル入れ替えは正しいと思うスシローも大きな被害を受けたのに破格の賠償金を請求ですよ、一家が働いて返せる金額、少年が生涯働いても返せる金額ですそれなのに反論とは、弁護士も弁護するところが他になかったのか？スシロー側も先を読んでいると思うので、額が少ないうちに決着付けないと後からいろいろ出してきそうですね,1,1
少年には立ち直れなくなるくらいまでにお仕置きをする必要がある。世の中は少年やその家族が思っているより甘くない。少年は良くも悪くも有名になったのでそれを逆手に取って何かを始めて稼げばよい。時間は掛かるだろうがひとつずつ階段を上るように積み重ねるのみこれを助けを借りず自分だけでやる事だ。当然反省している姿は常に見せなければならない。,1,1
売上の減少が競合要因と言うなら、その競合に客が流れた原因を作ったのは誰だ、という話になってしまうので、あまり感情的には受け入れられない話だが。まぁ、さすがにそこは何かしらの裏付けとなるデータを使って主張してるんだろうし、請求する方としても売上が減る原因なんて常に複合的だから「これだ」と特定して主張する側もなかなか難しいので、ある程度認められて請求額よりは減額されても不思議ではないけど。ただ、ボトルの入れ替えについては一般に許容できる対応だと思うし、退学を余儀なくされた、日常生活が困難になった、というのは身から出た錆でしかないんで、被害側がそれを事由に進んで酌量の余地を与える事はあったとしても、加害側から主張されちゃうと「ほれ反省してないだろ」と見えてしまうわな。どのみち本人には支払えずに一族郎党で背負う負債になるんだろうから、必死で抵抗するのもわからんでもないけど。,1,1
悪戯行為に対する代償としては厳しい内容だと思います。しかし損害を受けた側がそれを黙って耐えるのもおかしいし、明確に犯罪行為である以上は損害請求は当然と思います。抑止効果云々は直接寿司ペロ少年には関係ないとしても、善悪の判断ができる年齢の彼が迷惑行為と知っててやった以上はかわいそうにも思いますが、それ以上に迷惑を受けた側が庇護を受けて然るべきかと。,1,1
個人的には、厳しく罰することが正しいと思う。これは回転ずし業界のみならず、飲食業界全体のモラルや安全、またコスパを踏まえた企業努力が根底から覆される大きな問題だと思っています。確かにこの加害者以外にも、以前からこういった行為はあったのかもしれません。でもそれを流布した責任や、社会問題まで発展させた責任は重大です。文章にある衝撃の反論を踏まえるのであれば、全ボトルの入れ替えからこの店舗分の入れ替え分だけにして、競合要因を踏まえて短期間での株価の急激な下落分を損害賠償金額にしたらいいと思います。確かに競合とのせめぎ合っている業界ですが、あの短期間の株価暴落はこれが要因であると物語っているように感じます。なぜスシローが全ボトルの交換を行ったか。それは消費者の信頼を取り戻すため。わかりますよね。そうなると間違いなく数億～数十億にはなると思いますが。。。。。,1,1
スシローもあの動画で株価下落や衛生面での対策を余儀なくされている。この会社の株主も機関投資家で所謂ファンドが上位株主に多い。ファンド関係はもの言う株主が多く存在する以上経営陣も株主対策として訴訟を提起しなければ逆に株主から経営陣に対する株主代表訴訟や株主総会での経営陣の退陣をもとめる動議が出されるリスクもある。日本の株主も昔は銀行や生命保険会社が主体だったから良かった面もあるが、バブル崩壊以降は外資系ファンド関係とかの株主が増えているから、株主対策を考えるとこのような悪戯に対しても訴訟を提起しないと済まない事が増えると思う。マスコミ界も報道の方法を考えた方が良いと思う。,1,1
個人的にはスシローの対応は妥当で、損害賠償も安い方だと思う。大半の人はそう考えているのではとは感じる。ただ、難しいのがこの損害賠償が高いか安いかはうちら素人の主観でしかなく、大衆(素人)は感情に物言わせて安すぎると主張しているような感じも受ける。そうなると本当の妥当な金額が不透明になるので、そういう意味ではちゃんと裁判で司法による判断に委ねなければならないと思う。,1,1
私は毎回、スシローに行くたびに、大丈夫なのか緊張するし、ボトル入り醤油は、彼らが舐めた動画が頭をよぎり使いたくない。ぶっちゃけ彼らだけじゃないし、スシローだけの問題ではない。醤油やソースなどの口のところ平気で触る方、ポツポツ見かけます。だから、ボトル醤油とか共用のものはやめてほしい。お箸とかもお客が好きなように触るのとかさせるなら、ビニール袋に入ってるやつにしてほしいし、お茶も1回分ずつ袋に入ってるやつにして欲しい。,1,1
この件に関しては、少年を擁護する必要は無い。ここで擁護された事で、もっと大きな命に関わる事件を起こしたとしても擁護されるのだと社会的に知らしめる事につながる。賠償金もしっかり払い自分の罪の重さを実感する必要がある。,1,1
「拡散は予想せず」「減少の原因は競合」「消費者の極めて主観的な心理」と、少年の行為との関係を否定、請求の棄却を求めている。弁護士さん、上から目線の答弁書ですね。SNSに投稿すれば拡散の可能性がある事位高校生なら分かるはず、前後の売上から見て、SNSの投稿後明らかに売上が減少している。本人も退学に追い込まれている。あれだけの事をしでかしたらやむを得ない、勉強続けたいなら通信制高校もある市、真面目にやれば大学も行ける。行為を反省しているなら、被害企業に対して誠実な対応をする必要がある。,1,1
動画拡散の意図はなく自分の責任ではない。のなら少年側は拡散した人を訴えればいい。スシローにその責任はない。何故共用容器を全て入替えたのか？これはペロペロ動画が広がった以上、こんな非常識な客が全国に点在するかもしれない想像をする全国にいる客に、安心を提供するためにしなければならない措置。損害賠償を全面的に受け入れなければ「反省している」ことにはならない。と私はスシローさんを利用する客として思います。,1,1
売上減少などいろいろ弁護士や周りからの入り知恵で少年は言ってるかもしれないが、超大手のスシローです。様々な事を計算した上での損害賠償額を設定しているでしょ。そして、退学になったりして社会的制裁は済んだという意見もあるかもだが、済んでないから裁判してるんであって。今回、しっかりと裁判をして、その結果の損害賠償額を世間に見せて、抑止の一つになればと思います。,1,1
スシローの損害賠償訴訟は民事なので、少年の更生云々は関係無いと思います。当然、スシローも全額取れるとも思っていないでしょうが、今回の件は巡り巡って外食のコストアップとして消費者に返って来ます。だからこそ、皆さんお怒りな訳で。寧ろ少年側の主張を正直に受け止めた場合、このような考え方をする人間を雇いたいと思うかどうかが問題です。少なくとも私なら、怖くて雇えないと思います。弁護士の法廷戦術なのかも知れませんが、少年の将来を更に狭める選択では無いでしょうか？,1,1
それだけ、スシローはイメージだけで商売をやっていたということ。ネタは他の競合店とそんなに変わらず、宣伝効果で集客をしていたということだと思います。他の競合店はもともと衛生面に気を配ってました。その差が出ただけだと思います。ペロペロ少年がスシローで出たのはたまたまでなく、やりやすいところだったのかもしれません。そう考えるとスシローも配慮するべきことがあったと考えられます。,1,1
彼の弁護団が出来るだけ彼に取って有利な情報を持って、情状酌量を裁判所に認めて貰おうとするのは判るし当然の権利です。ただし、スシロー事件は国民みんなが注目して見ています。ごく普通の一般国民全員に対する、いつ自分が被害者になり得るテロリズムでしたから。だから多くの国民の“犯人”に対する処罰して欲しい意志は非常に強いです。最近スシロー側が訴訟に掛かる“印紙代”が非常にかかるにも関わらず賠償額を大幅に引き上げたのに、国民から怒りの感情がほとんど湧いてこないのも、そんな事情が有ると思います。弁護団はこれ以上スシロー側と日本国民の反感を買わない対応を希望します。,1,1
高校中退も平穏な生活の阻害も、スシローは関係無いからなー少年は動画をアップし、無断コピーしたり勝手に盗用した人達に対して裁判を起すべきだと思うスシローに対しては誠心誠意謝る。それとは別に勝手にアップしたりするような「静穏な生活」を送れなくしたような人達に対して損害賠償裁判を立てれば良い。そしてそれをスシローへの損害賠償に当てれば良いそうなれば、飲食店は迷惑客に対して牽制になる。そして無断アップロードに困る人達は、そういう人達に対して償いをさせられる事が分かる。一石二鳥になると思うのだけれども？ ついでに損害賠償も無理なく払えるだろうしね,1,1
先日 中クオリティの店に久し振りに言ってみましたが 注文はタッチパネルでのみ、商品は手渡し。こちらが馴れていないせいか何と無く味気なかった。商品の鮮度を考えると良いシステムがも知らんし、悪戯も防げるかも知れんがレーンを回ってくる現物を期待を持って待ち受ける楽しみが無くなって少し寂しい。一連の騒動の様な不埒者がいなくなりそして安全性が確認されるようになったら以前の様なレーンとタッチパネルの併用に戻ってほしい。,1,1
こういうのって一時的なものじゃないからな飲食店にとっては「イメージ」も大事1度こんな事件起こった後は客は席に座っても「この店は大丈夫かな？この醤油さしや割り箸も誰か舐めてたり…」と永続的に客の不安が続くものだし他の犯罪でも同じく、例えば暴行や傷害で捕まった人は周りの人から「この人と何かあれば殴られるかも」というイメージが抜けなくなる飲食店に関してはそれがそのまま損害になる1店舗につき何組かの客が減れば年間でどれだけの損害になるかそこまで考えると今回の店側の対応は決してやりすぎとは思えません徹底的にやることで「見せしめ」の効果もあるので定期的に起こるこんなバカな事件の抑止力にするためにも他店舗にも続いて欲しい,1,1
競合要因は考え難いかな～この後暫くして昼食のためにいったけどガラガラだったからね。店に入った瞬間に「へ？」ってなりましたもん。平日とは言え昼食時にがらがらとか競合だけでは考え難いでしょ。今までずっと競合してるんだから。明らかにこの騒動の影響だと思いますよ。食の安心安全の為の処置としては全店舗でやる必要が有ったと思いますけどね。,1,1
