comment,like,bad
"In the first place, it is wrong to cover up for the perpetrator. Not only does it encourage criminal behavior, but it can also, on the contrary, drive the victim away. The perpetrator is the perpetrator. It is the right thing for a nation governed by the rule of law to hold perpetrators accountable both criminally and civilly in accordance with the law.",1889,34
"The stock price was plummeting and the damage caused was probably more than this amount, so I think there were many things that could have been done, such as reviewing all stores and replacing equipment. I think you should know that this is not just a prank, but a crime.",393,14
"There can be no blame because they are minors. A young child who cannot judge right from wrong should be old enough to understand that he or she should not cause trouble to others or to society, including the education of his or her parents. It is outrageous to do it even if you know what you are doing. Is it that you protect the perpetrators and don't care about the victims? The perpetrator should pay for his crime even if he is a minor, and the victim should be compensated for the damage. It doesn't matter how many years it takes, this boy and his friends who took the video should also be made to pay for their crimes. I hope that such a ridiculous video will never be followed up again.",1207,24
"The unsolicited videos are beyond notice. No matter how much the perpetrator is charged, it is not surprising considering the loss to the victim. Moreover, the perpetrator claims that the store has not suffered that much loss. It may be a legal technique, but I don't think he is very remorseful. In order to prevent such damage from occurring in the future, I think the situation should be dealt with strictly. It should be kept in mind that the amount of compensation claimed is often far from the amount of compensation actually awarded by the judiciary.",937,19
"The boy should be sued, but the person who filmed the video is probably just as guilty. The problem with the copyright of the reprinting of the summary site was also a problem, but the management side should also bear the responsibility. Especially when it comes to corporate compensation, it is not something that can be paid by an individual.",1046,113
"Since this incident, the restaurant industry has had to take various measures. Who is paying for the AI cameras, the changes in the serving system, etc.? The liberal loons who defend the perpetrators have no regard for the cost as long as they are not paying for it themselves. The companies are bearing the cost and their employees' salaries and bonuses may have been affected. If you expect them to be rehabilitated, it is better to make them realize the folly they have committed than to coddle them by defending them. If you expect rehabilitation, it is better to make them realize the folly they have committed than to defend and coddle them. Without that, it will be nothing more than a black history or a saga.",609,22
"It would be more damaging to be offered a realistic amount of tens of millions of yen than to be offered a tremendous amount of money, about a billion yen, that I could not pay even if I spent my whole life. At the very least, they'd have to bear the cost of capital investment (replacement of small items, installation of acrylic panels, etc.). That's hundreds of stores, so I'm sure a reasonable amount would be approved. That's a level of compensation that would take a lifetime. Good luck.",369,14
"I don't watch TV...but when I think of former baseball personalities, they immediately come to mind. I have to admit that I am angry at this comment! It's a scurrilous opinion that doesn't even understand the importance of menial labor (I don't think this expression is good either), especially in a restaurant! This is coming from someone who doesn't understand how much hard work and responsibility it entails! As this person says, overseas, the lawsuits will probably be in the billions and billions of yen! I personally think that he has done that much...he should pay for the rest of his life! And when the victims think they are truly rehabilitated, they should take the appropriate measures!",629,15
"I think 67 million yen is a very compromised amount. If they do not accept this amount and appeal the judgment, I think it would be better to claim the full amount of damages instead of the compromised amount, seeing that they have no intention of showing remorse. The perpetrator may think it is a large amount of compensation, but if they don't take action while they are compromising, the wounds will continue to widen.",463,13
"Most people understand that personal values differ from person to person. Therefore, in the case of the recent incident, personal values are reflected in the bad guys who committed the nuisance act, and they are inevitably divided into those who defend, criticize, and those who are neither. In today's world, those who defend the bad guys are naturally in the minority. The same is inevitably true for good people, and those who criticize will be in the minority. My value system is that the compensation is too small. I understand that there are people who think that the amount should be reduced because the boy is a juvenile, he is a prankster, he is sorry, and he is pathetic, but I do not agree with them.",318,15
"I was born after the war, but when I was young most people were poor. They were not allowed to buy what they wanted and were content with a small allowance per day. By the time I started working, the country was on the threshold of rapid economic growth, and young people had dreams. There were many things I wanted to buy with my work. Above all, they understood the importance of money. Today's young people have parents who give them what they want. They could play games and other games from an early age. Considering this, I have recently come to think that while the Japanese people have gained wealth, they have neglected something.",433,84
"In the first place, it is wrong to let Nagashima's son handle such a social issue. He is equating social issues with entertainment. Whenever you express your opinion as a comment on the public airwaves, it always has an impact. Do you understand the weight of that responsibility?",828,18
"The dishes are put in the washer. All you have to do is line up the dishes and pull down the lever. And it's considerably faster than a home dishwasher. It's not a punishment of any kind. If you want to do it, you don't have to get involved in the restaurant, just volunteer to pull weeds in the park or clean public toilets. I feel sorry for the amount of compensation for what they did, but it would be effective in terms of giving both parents and children a hard time to prevent copycats. There was a similar video broadcast after that, wasn't there? I'm sorry, but you need to install security cameras in the store, and if any wrongdoing is discovered, it should be saved and immediately discussed with the police. I would be especially wary of groups. The more people there are, the worse their manners are.",575,168
"As for the stock price, it is true that the stock price plummeted immediately after the disturbance, but it recovered sharply the next day and is now at an even higher price. Furthermore, Sushiro did not sell its shares at the time of the decline, and did not record a loss, but rather held on to them, so it is merely a part of the daily fluctuation of the stock price at market value. A claim of 67 million yen for damages against an individual, and against a minor, is impactful enough, and the Sushiro side seems unrelenting. Sushiro's resolute response deserves our support from the standpoint of acting as a deterrent.",240,25
"Sushiro's offer is quite considerate to the offender, as this article shows. In fact, compared to the damage Sushiro has suffered, I think the amount claimed is an order of magnitude or two different. I think they should have charged the most in order to prevent such crimes and amusement in the future. However, I am not sure if I can actually pay the bill. But I think it will be a deterrent to crime.",84,2
"I think that rehabilitation is important and compensation is a separate issue. Rehabilitation is how to consider it as a criminal penalty, and compensation is a civil matter of how to compensate for actual damages. The culprit and the parents should show that they can't pay that much, but they will pay the possible amount little by little in the future, and it could influence them to consider rehabilitation. That one where the presence or absence of a settlement affects the punishment.",32,2
"Am I the only one who feels that the modus operandi has become more insidious than in the past? Children who were raised strictly become parents and become lenient because they don't want to put their children through that kind of experience. I don't know how you feel, but there is a difference between discipline and coddling. The role of parents is to teach their children what is wrong and what is good until they understand what is right. It is no wonder that people who don't understand that the environment in which they grow up greatly influences their children's future become parents, but I think that people who are raised strictly have more guts and are better able to judge right from wrong. I don't know how to feel sorry for them at all because of their children's future. The tendency to protect the perpetrators is not good. It is good to protect them by law, but it is wrong as an individual feeling. Peacefulness is also painful when it goes so far.",151,8
"Even a young boy should be capable of judging the rightness or wrongness of what he is doing. If he did it through his own efforts, he cannot escape responsibility, no matter how much he tries to excuse himself. If the victim is a large chain store, the damage and the amount of damage will be enormous. It is a natural right to claim compensation for such damage. The 67 million yen damages claim is a low figure, and anyone can see that. I think that the amount of the claim is set low for those who have suffered damage, taking into consideration the image and operation of the restaurant thereafter.",13,2
"I often go to Sushiro and Tsuya, but in recent years they have started to use small bags of wasabi and mustard. It's a huge hassle. I think it is not only a hassle, but also not environmentally friendly, and the food loss that remains in the sachets is a serious problem. I think we should think carefully about how much impact our actions, which may have been just a little bit of a joke, have had on society and, by extension, on the global environment, and punish them accordingly. Personally, I would like them to pay about one trillion yen, but I think they should be made to pay at least 100 million yen if they can pay it over the course of their lifetime.",112,7
"I think this compensation claim is quite inexpensive. I think there are many restaurants, including Sushiro, that have invested a good amount of money in food safety. The fact that they have done so in the blink of an eye, and with such a careless heart, is a crime. I don't think any argument will pass muster. First of all, the parents should be held responsible for compensation and the rehabilitation of the offender. I think it is best for the outside world to watch over him without saying a word.",29,2
"From the perspective of the country of Japan, this would be an expensive claim for damages. However, we do not know how much money will be awarded in a court case in light of past precedents. In reality, it is unlikely to be that high. Moreover, even if a higher amount is awarded, the defendants will probably go bankrupt, so the plaintiff companies may not expect to receive the money. Rather, we can only assume that the companies are trying to create a deterrent effect on society by charging a higher amount.",21,2
"I thought it was a wonder that it did not exceed 100 million. I don't know how much the stock price has recovered from the decline at the time of the incident, but I imagine that the shareholders and people who were buying on margin (or cutting their losses, depending on who you ask) at the time must have been very upset. I think it must have been a terrible time for the shareholders and people who were buying on margin (or cutting their losses/losses, depending on the person) at the time. The public health issue at Corona didn't help, and it also undermined the efforts of the restaurant. I don't want people like this washing dishes, and I doubt if the food is brought in and stored properly. They think it's okay because they are minors, or that the future of minors is at stake, but they remain naive, which is why even minor incidents continue to happen. I also wonder if the perpetrators are given equal footing with the victims, and I feel as if the perpetrator wins. It's not right that victims compromise, or that it only encourages crime. The sentence is given because they don't know. If they know, they won't be sentenced. That's all there is to it.",55,4
"I think the current situation in Japan is that crime among young people is increasing. I feel that this is due to the law's too weak deterrent power and the collapse of education. It would be understandable if there was no need to defend the perpetrators, but only to punish them appropriately and give them a way to rehabilitate themselves afterwards. I think it is necessary to strengthen the position of teachers who educate young people and to develop new methods of education to foster good human beings. Laws and politics need to be reformed to match the modern world.",26,6
"If this were a self-employed store, it would have gone out of business, or worse, the whole family would have been destroyed, and if the guy who did this is at fault, why are you trying to lessen your responsibility? It's up to the victim to decide what to do, and we're not charging an outrageous amount in terms of the actual damage. There are things that are right and wrong, and they should be held accountable.",327,9
"In fact, in these industries, dishwashing is done by ""automatic dishwashers"" rather than by human hands. There is almost no work that this boy can do. And another practical thing is that the company does not expect to be able to pay the boy 67 million yen plus other expenses. It may be a punitive measure to prevent copycats from committing the same crime. The shareholders will not remain silent about the huge loss of 16 billion yen in stock. Apart from the boy's crime and apology, the responsibility of the company to its shareholders is also being questioned. It means that the incident has become so big that it can no longer be backtracked.",17,2
"In a restaurant, it is truly a professional job to know how to bring in the ingredients (quickly to keep them fresh, carefully to avoid damage, and easily accessible so that customers can see where they are at peak times...). This is even more important in a sushi restaurant that handles fresh food. Washing dishes is also hard work. It is such an important job that hygiene inspections check for residual bacteria on trays after washing. It is not a half-hearted job.",48,1
"I don't like Sushiro at all, as Sushiro itself is a pretty shady business, but this incident has definitely had a significant negative impact on other conveyor-belt sushi chains and restaurants, and they should be compensated for their losses. No matter how underage he is, the idea that led to this act in the first place is extraordinary, and this incident should be a deterrent to other people doing the same kind of thing. Some people are naive enough to say that they should be compensated by having them work at the site, but the sites that take on such cases are not happy because it would only increase the amount of unnecessary work. Work is not volunteer work. They should be made to pay for their losses.",9,1
"I think it is only natural that a lawsuit should be filed between Sushiro and the juvenile, and there is no need to consider whether the juvenile is a minor or not. However, this is a matter between Sushiro and the boy, and I think people are making too much fuss about it. Sushiro is not a high class restaurant. There is plenty of room for this kind of thing to happen, and if you really want a hygienic restaurant, you should go to an expensive one. It is a good thing that Japan demands a high level of hygiene even in cheap restaurants, but it is also a burden on the restaurants and their cheap hourly employees.",11,47
"After this incident, there have been many copycats. An eye for an eye and a tooth for a tooth, Japanese society is too lenient these days, and I think this kind of people will come out. I think the whole society should be aware of the severity of the situation, even if it is not North Korea. I think it is necessary to spread the word to the entire society about what awaits them if they do such things.",12,5
"As someone who has worked in the restaurant business, I think this kind of response is appropriate, and I'd rather not have been able to do it before. There were adults who smoked in a non-smoking restaurant, people who came alone and were on line, and people who would only serve table-top condiments and not use them. The degree of the problem varies from person to person, and even if you warn them and make them stop right then and there, they will eventually do it again elsewhere. This time, information has been spread on the Internet and the company versus the boy has attracted public attention, but if possible, I would like the results of the trial to be made public. I hope that it will be an opportunity for society to know how much of a crime it is to do something lightly.",5,1
"It was reported that the stock price during this period (after the discovery of the problematic event) fell by 16 billion yen. Although the other side raised the issue of causality, it is a fact that the stock price fell during that period, and even in light of that, the company did not mention the 16 billion yen loss, but demanded 67 million yen in compensation for the loss, which I think is a result of the company's great consideration for the other side. In other countries where lawsuits are common, the company would have been sued for tens of billions of yen in addition to the loss of 16 billion yen in stock price, including compensation. Some in the media and others involved in the case are calling for the perpetrator's rehabilitation because he is a minor, but even if he is a minor, he should be punished for what he did, and I cannot understand the thinking of those involved in the case who are defending the perpetrator. The assailant is neither a ""toddler"" nor a ""lower grade elementary school student,"" and is old enough to understand right and wrong, and because he knew that, he acted only for the purpose of buzzing.",46,4
"Japan has always seemed to be a country that is kind to perpetrators and harsh to victims. This may be especially true when the perpetrator is a juvenile. Not only in this case, but also in stalking, violence, and even murder cases, there are people and media who put strange pressure on the victim in the name of encouraging the rehabilitation of the perpetrator. Helping to rehabilitate the victim should be done as early as possible, when the victim has begun to compensate the other party under remorse. Victims have the right to file civil lawsuits. The problem is that some people do not even understand this, especially commentators in the media.",11,2
"I disagree with the opinion of so-called liberals that juveniles should be protected and sheltered and considered a possibility for rehabilitation. I even think that the existence of the Juvenile Law hinders the rehabilitation of juveniles. 15-year-olds can judge the right and wrong of most things. They are aware that they will be punished if they do wrong. I think that the juvenile law, which is a bad law, eliminates or lightens the punishment, so that juveniles can be aware that it is no big deal if they do something bad. To go a little off topic, I think that Japanese criminal law is too lenient across the board. The amount of punishment is too lenient in relation to the impact suffered by the victim. For example, crimes such as methamphetamine ruin the lives of many people and even take their lives. Yet, they do not carry the death penalty or even life in prison. If a person is charged with a methamphetamine crime and given a life sentence, the majority of people will not get involved. Since methamphetamine brings no benefit, I think it is good that the punishment is as severe as it is.",17,4
"I'm not saying that you have to put yourself in that position, but I can imagine that there are a lot of people who are involved in that kind of work. It doesn't matter if you're a minor or not. I'm not saying that I'd put myself in that position, but I can imagine that there are a lot of people out there who would be in that position.",20,1
"Japan does not have the concept of punitive damages as in the United States. The calculation of the amount of damages claimed is based on the causal relationship. First, a direct causal relationship is recognized for damages for disinfection work, compensation for absence from work, and loss of credibility of the affected store. The actual cost of the disinfection work and a reasonable amount of compensation for absence from work and loss of credibility will be awarded in light of past sales performance. On the other hand, not all of the effects on stock market capitalization and other store sales can be said to have a direct causal relationship. However, some of them will be recognized as having been affected by Sushipero and will be reflected in the amount of compensation for damages.",6,1
"I don't think the person who said ""let him do the dishes"" is trying to say that the victim should be rehabilitated. 67 million yen is a small amount for the damages, because the victim probably didn't file the lawsuit just for the loss of the damage, and I think this amount of money is just a drop in the bucket. I think the lawsuit was filed with the hope that this kind of thing will not happen in the future. So I think I was just saying that they should do the dishes so that they would know how hard it is for them in the future. It would be nice to let everyone who might do something like that know how hard it is to work in a restaurant, but that's not possible. But just because I washed dishes doesn't mean I know how hard it is to work in a restaurant. I think this person just couldn't think of anything else to do but wash dishes because he is not a restaurant person either.",12,41
"I am involved in work confronting juvenile crime, and very few of them are truly remorseful. The postwar period, when it was difficult to live without committing crimes, was probably the time when rehabilitation and sound upbringing were the goal. The biggest reason why juveniles do not reflect on their crimes is the Juvenile Law. In this case, there is no room for sympathy at all, considering that he did it of his own volition, not because he was forced to do it by anyone. And, moreover, isn't there even a need to defend them? I hope that the Juvenile Law will be drastically revised or abolished.",16,3
"I think the figure of 67 million is the amount of money that Sushiro thought through, which this boy could pay back by working as hard as he could for the rest of his life. I think the figure calculated from the actual damage is much higher. Some may say that it is cruel to force a young man to pay a fine that will last a lifetime, but Sushiro is the one who has suffered an unreasonable damage, and they have to protect the lives of their employees. I think that the perpetrating juvenile should be asked to atone for the crime he committed, with his whole life.",6,3
"Not only in this case, but in Japan, there is too much protection for the perpetrators. It's about privacy protection, rehabilitation, etc. Priority should be given to compensating the victim for damages that are not only financial, but also unknowable. This will deter crime in the long run.",11,3
"In Japan, lawyers themselves are often encouraged and discouraged when they try to file a claim for punitive damages, perhaps because of the horizontal nature of the legal profession. It is highly likely that Japan is no longer a society in which good intentions are accepted, and we need to send a message that we will take decisive action against tortious behavior by filing a claim for punitive damages.",88,4
"I thought it was cheap too. I know that the news probably made some people avoid conveyor-belt sushi, and they had to make it more elaborate by installing condiments and tableware that used to be stationary, after customers were seated. I thought it would be more expensive considering the magnitude of the impact. I think this amount of money is pretty warm and fuzzy, though!",4,2
"I am also in favor of the compensation for Mr. Sushiro, as I consider myself a country that is soft on perpetrators. Although we say that the juvenile should be rehabilitated, compensation for the damages is justified because this incident could increase the hardships of those who work in the field and cause them to lose their jobs. I hope this will be a deterrent to such incidents in the future.",52,4
"I certainly feel uncomfortable with the perpetrator's advocacy on this matter. I almost agree with the reporter who wrote the article. I also feel that this is the cause of what is wrong with Japan these days. I think that the only way to deal with this kind of thing is to make the child and his/her parents feel responsible for it. I also hope that families, schools, and the media will educate and enlighten people about how stupid and disgraceful it is to show off one's ""umashi"" on social networking sites, and how it is not good for the child, society, or even for entertainment. I hope that families and schools, as well as the media, will educate and enlighten people about it.",24,1
"At most, the perpetrator can be considered a minor until before entering junior high school. A healthy child will be able to judge right from wrong by the time he or she reaches the upper grades. Even if they have intellectual or developmental disabilities, they will understand what not to do by the time they graduate from elementary school if they are properly taught by their parents or schools (ASD in particular are often obsessed with following rules). On the other hand, some intelligent types think that if they are going to try something bad, they should do it while they are still minors. The perpetrator in this case at Sushiro is in his late teens, and I think it's only right that a punishment similar to that of an adult was considered. In a world that values diversity, the tendency to protect the perpetrators of bullying, etc., should be eliminated.",9,2
"The victim Sushiro would probably want to claim all the costs incurred by all the stores and the profits lost due to lost opportunities, but the company should take care of this kind of thing.  I'm not sure if the article is based on the assumption that only the person who did it will pay, but I think all of the people who were there when the video was taken should be held equally responsible.",4,1
"Some say that 67 million is too much, but I think it is a reasonable amount to show that there will be no more mock crimes and that the victims are serious about this. In fact, the victims are still implementing countermeasures and have said that they will add more money to the amount. In addition, the victims are not only the management, but also the employees (including managers and executives) and shareholders. Some of the employees may have quit because of the incident (conversely, they may still be working there if the incident had not occurred). In reality, however, it is also true that the full amount requested by the victim is rarely granted. So I think the focus from now on will be on how far the judiciary can stand by the victim (the store side). Considering the seriousness of what the perpetrator did (stock prices plummeted, customers lost business due to the incident, etc.) and the degree of remorse (he seems to have apologized, but his lawyers are fighting the case), will they accept the full amount plus an additional amount, or will they consider social sanctions and reduce the amount?",7,1
"No, the boy does not have to bear that much responsibility for the stock price and sanitation problems, because the management system is responsible for those problems. The decline in the stock price is the result of investors deciding that they cannot invest in a company where sanitary problems occur so easily, which is a completely different story from the boy's responsibility. Also, those who spread the word and those who participated in the flames by rejecting the product are also to blame. It is not a matter of a lawsuit by the company, and a settlement between the store, the boy, and his parents or guardians would be sufficient. Moreover, to allow this claim to stand would be to invoke an excessive sense of guilt for a mistake made by an immature person with a light heart, which would further accelerate the decline in the birthrate.",4,18
"I think the low amount of money is a deliberate aim. If the amount is too high, the family will give up and not be able to collect even a penny, and even when considering the deterrent effect on others, it will seem otherworldly and unrealistic. Or maybe even lower, but as a punishment for an average family, the damage seems more severe as there seems to be no way to get away with it.",4,1
"You're forgetting that this was an act that could have resulted in food poisoning. If that had happened, the restaurant would have been held responsible for the unexplained food poisoning, the media would have beaten them up, and the restaurant could have been closed. The perpetrators may be going bankrupt with claims for compensation, but before you start feeling sorry for them or defending them, you should consider how much of a risk they were to the victims.",3,3
"In the U.S., the court would order compensation as per the amount claimed, but the Japanese court would limit it to the amount that can be compensated. 30 million yen would be appropriate, and although it is possible for a minor to go bankrupt, it is not possible to get even since the compensation is for his/her own malicious intent. It is not decided that only the person himself should be compensated, so parents and relatives should be able to manage if they shoulder the burden.",19,2
"If you consider a 16 billion yen drop in stock prices, I think 1.6 billion yen is appropriate considering the social impact... I think 67 million yen is quite reasonable. I think there should be social sanctions to prevent copycats in the future.",10,3
"I have a lot of love for this compensation claim amount set. I think the actual amount of damage on Sushiro's side would be in the hundreds of millions if they were to make a proper claim, but I think the amount is set exquisitely for the possibility of payment by the perpetrator's family and for the effect of sending out a message to society. In fact, I'm sure they would like to charge more. It was well considered, and I took the president's comments as a good, open and honest company.",7,2
"The premise that should be taken into consideration is that the lawsuit brought by Sushiro is a ""civil"" lawsuit. In a civil lawsuit, the court should judge the perpetrator, the victim, the amount of damages, and the amount of compensation in accordance with the Civil Code.",23,2
"Perhaps Sushiro's claim for compensation is not so much against the perpetrator boy, but more for the purpose of showing the public that ""we will claim this level of compensation if we are inconvenienced in this way""? That would be an amount that is not at all lenient, but also not so harsh as to be indiscriminately harsh. It is hopeless for an average family to come up with 67 million yen, and it would be impossible for an individual boy (the liability is basically only for the boy himself). If it is impossible, it could end up being almost impossible to pay. On the other hand, if the amount changes in court and settles on a realistic several hundred thousand yen to two million yen, will the public recognize that the parents or someone close to them paid on their shoulders, and with that the responsibility has been fulfilled? The employees and customers of the on-site store who were directly offended would not receive any compensation to be distributed later. While there may be a desire to punish them and let the situation cool down, I don't think that high compensation is the best way to do so, and Sushiro's goal may be different.",1,1
"Certainly rehabilitation is paramount. If the compensation is too high, Sushiro stores, headquarters, and executives may retaliate in the future if they cannot actually pay. That is why they set the amount at the limit of what they could pay if they tried hard enough. Continued payments will prevent them from severing ties with the company and allow them to ascertain to some extent whether the company is still alive or not. But why should Sushiro be so concerned about this?",20,2
"I think the first step is to make them pay for what they did before they are rehabilitated, even if they are minors. Without that, they can do whatever they want under the shade of a minor. They are not immature, they know that the punishment is much lighter for minors, and they know that the shade of a minor is the most powerful item, so they can do things that adults can't. Adults don't understand that about minors. Adults don't understand that about minors. So I personally think that even minors should be treated the same as adults in every way so that they can be punished severely. They just need to think about how they will be rehabilitated in the future after they have atoned for their crimes.",42,1
"Civil damages are based on the amount of harm suffered. The argument that they are too heavy is probably an argument confused with criminal penalties.　It is natural that the criminal penalty may be light, but the civil damages can be huge. The trial is another matter.　If you accidentally break something and it costs 100 million yen, you will be charged 100 million yen. For this reason, insurance would normally be purchased for about 100 million yen.",4,1
"More than 20 years ago now, when I was 19 years old, I ordered a regular beef bowl at a gyudon restaurant because I had no money and devoured all the red ginger I could find. And I only had more rice. The waitress took pity on me so much that when I came to her, she replaced the box of red ginger with a box of red ginger custard. From the store's point of view, I think he was quite an annoying customer, even though he didn't have any money at the time. I'm grateful to that waitress, even though she was annoying in a way.",35,26
"The calculation of damages in Japan only allows for compensation for actual damages. It is not a system that says, ""Let the offender suffer this much loss. This is in contrast to the U.S., where punitive damages are awarded. By the way, it is good to talk about the rehabilitation and future prospects of children who have committed crimes. That is the purpose of the Juvenile Law. However, that is criminal law. Civil law is not like that. The attitude of civil law is to compensate for the damage caused. If you are so concerned about the rehabilitation and future of the juvenile, I think it would be better if such people donated money to the juvenile's rehabilitation and future. With their support, Sushiro will be compensated and the boy will be saved. If they don't support the boy, then their true intention is somewhere else.",18,1
"The root of the problem of victims' and perpetrators' rights and third-party values regarding criminal acts is the perversion of the concept of ""guilt. The human defensive instinct is to modify memories, forget, or shift responsibility to a convenient interpretation in order to protect one's own psyche. Atonement for a crime, completing a prison sentence, and so on, are all reasons that humans have formed in order to maintain society, and ""guilt"" will never disappear no matter what we do. Nowadays, we often turn our eyes away from the ""fact"" that what happened cannot be pretended to have never happened, and it is necessary to consider crime, punishment, and rights separately before finding a compromise between them. In reality, law is not justice, so it is impossible to protect all people, and order is there to protect the majority. It is necessary to make judgments based on facts, not on the victim, not on the perpetrator, but on order that does not lean too much on sentiments and sympathies. Order, which we are usually unaware of, is also a mechanism that benefits the majority.",1,1
"There are people who say that even if they set a higher amount, the other party would not be able to pay it, or that this is the amount even though the stock price has plummeted, but I think this is just the amount that Sushiro can prove the actual damages. I don't think it's a good idea to file a lawsuit based on how much the other party can pay, and if you look at the TEPCO shareholder class action lawsuit, there are plenty of lawsuits where the amount of money is unaffordable. Sushiro's profits were already down before this incident, so there is no way to prove that sales have dropped. I understand what you are saying about foreign countries, but this is Japan, and I think it is important for Sushiro to fight for what they think is a reasonable amount.",1,1
"In this case, the other party is also a publicly traded company, and it is true that the stock price fell, even if only temporarily, to the detriment of its shareholders. The perpetrator claims that the decline in sales is due in part to issues with competitors, but this is beside the point. If the store side sued in the U.S. for similar acts, the amount of compensation would be more than 1 billion yen, and since this is a country of court cases, unlike Japan, the full amount claimed will be determined as compensation unless there is something more. If you can pay the amount of compensation, there is no problem, but even if you can pay 1 billion yen, it will be difficult to procure the original funds. As shown in the case study, the amount of compensation of 67 million yen is at most 1/10~3/10 of what it would be in a Japanese court. If the company wins the case, it will not have to pay any court costs, but it will be a kind of ""raising an issue.",1,1
"Society may need to help rehabilitate the minor, but only after he has atoned for his crime first. The final amount of compensation will be decided in court, but it is not a high amount to claim as a victim. Considering the damage done to the industry as a whole, it should be much higher.",4,1
